Period,Report Id,Company,Company number,Payments made in the reporting period,Average time to pay,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,% Invoices not paid within agreed terms,Shortest (or only) standard payment period,Longest standard payment period,Maximum contractual payment period,Payment terms have changed,Suppliers notified of changes,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list
2022 APR - 2022 SEP,63852,RS COMPONENTS LIMITED,01002091,True,60.0,20.0,36.0,44.0,17.0,60.0,,180.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63844,VODAFONE LIMITED,01471587,True,72.0,20.0,29.0,51.0,3.0,30.0,115.0,186.0,False,,True,True,True,False,False
2022 APR - 2022 SEP,63810,SIEMENS ENERGY INDUSTRIAL TURBOMACHINERY LIMITED,04729734,True,49.0,25.0,43.0,32.0,17.0,60.0,120.0,120.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63807,CERTAS ENERGY UK LIMITED,04168225,True,29.0,58.0,39.0,3.0,10.0,30.0,60.0,60.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,63758,INDUSTRIAL TURBINE COMPANY (UK) LIMITED,09003402,True,44.0,33.0,32.0,35.0,18.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2022 APR - 2022 SEP,63753,HITACHI RAIL LIMITED,05598549,True,64.0,30.0,39.0,31.0,19.0,0.0,360.0,360.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63738,AINSCOUGH CRANE HIRE LTD,03245223,True,39.0,45.0,30.0,25.0,17.0,30.0,90.0,90.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,63728,CLARIOS UK LIMITED,00982901,True,66.0,16.0,16.0,68.0,17.0,0.0,90.0,90.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63718,ELECTRIUM SALES LIMITED,02226729,False,,,,,19.0,60.0,150.0,120.0,True,True,False,True,True,False,False
2022 APR - 2022 SEP,63713,NGF EUROPE LIMITED,02586467,True,42.0,31.0,47.0,22.0,60.0,60.0,,90.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,63637,RPC CONTAINERS LIMITED,02786492,True,59.0,22.0,39.0,39.0,77.0,7.0,120.0,120.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,63611,WALTER LILLY & CO. LIMITED,00352437,True,35.0,30.0,67.0,3.0,3.0,7.0,60.0,60.0,False,,True,False,True,False,False
2022 APR - 2022 SEP,63609,BACARDI-MARTINI LIMITED,00305960,True,66.0,13.0,25.0,62.0,18.0,90.0,,120.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,63568,NASA UMBRELLA LTD,06836385,True,7.0,98.0,2.0,0.0,0.0,0.0,31.0,31.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63562,TATA STEEL UK LIMITED,02280000,True,98.0,6.0,11.0,83.0,69.0,14.0,180.0,180.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63538,DIAMOND LIGHT SOURCE LIMITED,04375679,True,30.0,86.0,10.0,4.0,15.0,30.0,,30.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,63917,SIEMENS PUBLIC LIMITED COMPANY,00727817,True,24.0,77.0,6.0,17.0,16.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2022 APR - 2022 SEP,63918,ADIENT SEATING UK LTD,00443687,True,74.0,11.0,29.0,60.0,19.0,77.0,120.0,120.0,False,,False,True,True,False,False
2022 APR - 2022 JUN,63792,MIZUHO INTERNATIONAL PLC,01203696,True,13.0,93.0,5.0,2.0,12.0,30.0,,30.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64117,BRISTOL WATER PLC,02662226,True,46.0,58.0,31.0,11.0,25.0,0.0,60.0,60.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,64284,SIEMENS HEALTHCARE DIAGNOSTICS LTD,03050664,True,38.0,39.0,59.0,2.0,12.0,60.0,90.0,90.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64171,OSBORNE PROPERTY SERVICES LIMITED,05756266,True,15.0,87.0,11.0,3.0,33.0,7.0,60.0,60.0,False,,True,True,True,False,False
2022 APR - 2022 SEP,64163,GEOFFREY OSBORNE LIMITED,00873093,True,30.0,64.0,23.0,13.0,43.0,7.0,60.0,60.0,False,,True,True,True,False,False
2022 APR - 2022 SEP,64161,PLUSNET PLC,03279013,True,43.0,19.0,65.0,16.0,16.0,42.0,60.0,60.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64157,EE LIMITED,02382161,True,59.0,24.0,39.0,37.0,11.0,42.0,90.0,120.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64149,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,01800000,True,45.0,19.0,76.0,5.0,5.0,30.0,57.0,120.0,False,,True,True,True,False,False
2022 APR - 2022 SEP,64131,SIEMENS ENERGY LIMITED,00631825,True,54.0,27.0,26.0,47.0,27.0,30.0,180.0,180.0,True,True,False,True,True,False,False
2022 APR - 2022 SEP,63925,SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS LTD,02005794,True,33.0,54.0,29.0,18.0,34.0,60.0,90.0,90.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64102,COMPASS CONTRACT SERVICES (U.K.) LIMITED,02114954,True,44.0,23.0,72.0,5.0,14.0,14.0,60.0,60.0,False,,True,True,True,False,False
2022 APR - 2022 SEP,64095,NISSAN MOTOR MANUFACTURING (UK) LIMITED,01806912,True,52.0,7.0,79.0,14.0,11.0,15.0,63.0,63.0,False,,False,False,True,False,False
2022 APR - 2022 SEP,64019,"CHARLES WELLS,LIMITED",00106884,True,32.0,63.0,31.0,6.0,47.0,30.0,75.0,75.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64014,SIEMENS FINANCIAL SERVICES LIMITED,00646166,True,16.0,98.0,2.0,0.0,35.0,0.0,30.0,30.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64005,HOME GROUP DEVELOPMENTS LIMITED,04664018,True,16.0,94.0,4.0,2.0,42.0,14.0,30.0,30.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,64313,JOHN DEWAR AND SONS LIMITED,00613551,True,94.0,26.0,8.0,66.0,9.0,90.0,,90.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63929,BRITVIC SOFT DRINKS LIMITED,00517211,True,71.0,13.0,17.0,70.0,12.0,105.0,180.0,180.0,False,,False,True,True,False,False
2022 APR - 2022 SEP,63952,MAGNOX LIMITED,02264251,True,26.0,92.0,6.0,2.0,15.0,0.0,60.0,60.0,False,,False,True,True,False,False
2022 APR - 2022 OCT,64563,MARKS AND SPENCER P.L.C.,00214436,True,35.0,61.0,26.0,13.0,1.0,19.0,90.0,90.0,True,True,True,True,True,False,False
2022 APR - 2022 OCT,64259,BCA VEHICLE SERVICES LIMITED,04031608,True,32.0,48.0,49.0,3.0,52.0,0.0,60.0,60.0,False,,False,False,True,False,False
2022 MAY - 2022 OCT,64710,FOOT ANSTEY LLP,OC360255,True,24.0,67.0,26.0,7.0,36.0,0.0,45.0,45.0,False,,True,False,True,False,False
2022 MAY - 2022 OCT,64962,DS SMITH RECYCLING UK LIMITED,00214967,True,60.0,27.0,25.0,48.0,14.0,94.0,120.0,120.0,False,,False,False,True,False,False
2022 MAY - 2022 OCT,64960,DS SMITH PAPER LIMITED,00058614,True,91.0,17.0,11.0,71.0,9.0,90.0,155.0,155.0,False,,False,False,True,False,False
2022 MAY - 2022 OCT,64958,DS SMITH PACKAGING LIMITED,00630681,True,77.0,21.0,21.0,57.0,12.0,90.0,120.0,120.0,False,,False,False,True,False,False
2022 MAY - 2022 OCT,64963,DS SMITH PLC,01377658,True,64.0,21.0,31.0,48.0,23.0,90.0,120.0,120.0,False,,False,False,True,False,False
2022 MAY - 2022 OCT,64957,DS SMITH CORRUGATED PACKAGING LIMITED,00053913,True,70.0,22.0,26.0,51.0,12.0,90.0,120.0,120.0,False,,False,False,True,False,False
2022 MAY - 2022 OCT,69213,RATHBONE KEAR LIMITED,05417123,True,45.0,35.0,47.0,19.0,3.0,14.0,60.0,90.0,False,,False,True,True,False,False
2022 MAY - 2022 OCT,69211,FARMERS BOY LIMITED,01053837,True,43.0,42.0,34.0,24.0,8.0,14.0,60.0,90.0,False,,False,True,True,False,False
2022 MAY - 2022 OCT,69210,INTERNATIONAL SEAFOODS LIMITED,07838062,True,48.0,31.0,35.0,34.0,3.0,14.0,60.0,90.0,False,,False,True,True,False,False
2022 MAY - 2022 OCT,69209,WM MORRISON PRODUCE LIMITED,00776224,True,49.0,25.0,56.0,19.0,6.0,14.0,60.0,90.0,False,,False,True,True,False,False
2022 MAY - 2022 OCT,69208,WM MORRISON SUPERMARKETS LIMITED,00358949,True,43.0,31.0,49.0,20.0,1.0,14.0,60.0,120.0,False,,False,True,True,False,False
2022 MAY - 2022 OCT,69212,NEEROCK LIMITED,02572702,True,11.0,93.0,5.0,3.0,1.0,14.0,60.0,90.0,False,,False,True,True,False,False
2022 MAY - 2022 NOV,65321,FAT FACE LIMITED,02954734,True,30.0,24.0,30.0,46.0,51.0,0.0,90.0,90.0,False,,False,False,True,False,False
2022 MAY - 2022 NOV,65193,GENERAL MILLS UK LIMITED,04633664,True,65.0,16.0,38.0,46.0,44.0,0.0,90.0,120.0,False,,False,True,True,False,False
2022 JUN - 2022 JUN,60543,PEN Y CYMOEDD WIND FARM LIMITED,03494498,True,47.0,100.0,0.0,0.0,47.0,0.0,30.0,30.0,False,,False,True,True,True,False
2022 JUN - 2022 NOV,65670,WILLIAM DAVIS LIMITED,00468397,True,36.0,50.0,48.0,2.0,11.0,0.0,60.0,60.0,False,,False,False,True,False,False
2022 JUN - 2022 JUN,61871,ARLA FOODS LIMITED,02143253,True,55.0,24.0,48.0,28.0,55.0,60.0,,180.0,False,,False,False,True,False,False
2022 JUN - 2022 NOV,65099,PFIZER LIMITED,00526209,True,38.0,21.0,78.0,1.0,0.0,60.0,,90.0,False,,False,True,True,False,False
2022 JUN - 2022 NOV,65114,FEDEX EXPRESS UK TRANSPORTATION LIMITED,01628530,True,19.0,87.0,11.0,2.0,14.0,0.0,80.0,80.0,False,,False,True,True,False,False
2022 JUN - 2022 NOV,65141,PFIZER R&D UK LIMITED,11439437,True,65.0,9.0,8.0,83.0,2.0,60.0,120.0,120.0,False,,False,True,True,False,False
2022 JUN - 2022 NOV,65182,MCCORMICK (UK) LIMITED,SC015262,True,77.0,12.0,25.0,63.0,65.0,30.0,90.0,180.0,False,,False,True,True,False,False
2022 JUN - 2022 DEC,65777,H.J. HEINZ FOODS UK LIMITED,08322668,True,67.0,31.0,20.0,49.0,23.0,97.0,,97.0,False,,False,True,True,False,False
2022 JUN - 2022 DEC,65779,H.J. HEINZ MANUFACTURING UK LIMITED,00147624,True,91.0,9.0,12.0,79.0,12.0,97.0,,97.0,False,,False,True,True,False,False
2022 JUN - 2022 DEC,73219,BAKKAVOR FOODS LIMITED,01060806,True,74.0,10.0,34.0,57.0,66.0,1.0,120.0,120.0,True,True,False,False,True,False,False
2022 JUN - 2022 DEC,68027,OPELLA HEALTHCARE UK LIMITED,12854035,True,74.0,11.0,35.0,54.0,45.0,0.0,90.0,90.0,False,,False,True,True,False,False
2022 JUN - 2022 DEC,68258,BRITISH AMERICAN TOBACCO UK LIMITED,02346565,True,44.0,43.0,37.0,20.0,5.0,30.0,90.0,90.0,False,,True,True,True,False,False
2022 JUN - 2022 DEC,67988,AVENTIS PHARMA LIMITED,01535640,True,69.0,19.0,21.0,60.0,40.0,0.0,90.0,90.0,False,,False,True,True,False,False
2022 JUN - 2022 DEC,72457,JOHNSON & JOHNSON CONSUMER SERVICES EAME LTD,00603028,True,64.0,4.0,44.0,52.0,9.0,45.0,60.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68292,NEXPERIA UK LTD.,05814335,True,69.0,2.0,34.0,64.0,0.0,37.0,120.0,120.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68337,RIVER ISLAND CLOTHING CO. LIMITED,00636095,True,43.0,40.0,49.0,11.0,29.0,7.0,120.0,120.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68038,CCEP GROUP SERVICES LIMITED,08819390,True,107.0,3.0,10.0,87.0,12.0,40.0,80.0,126.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68040,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,02741587,True,125.0,8.0,20.0,72.0,13.0,30.0,180.0,180.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68329,CAMERON FLOW CONTROL TECHNOLOGY (UK) LIMITED,08379585,True,40.0,41.0,42.0,17.0,53.0,30.0,70.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68060,RECKITT BENCKISER (UK) LIMITED,03982446,True,126.0,3.0,7.0,90.0,9.0,30.0,180.0,180.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68066,PILGRIM'S FOOD MASTERS UK LIMITED,13352340,True,46.0,49.0,26.0,26.0,31.0,0.0,120.0,120.0,True,True,False,False,True,False,False
2022 JUL - 2022 DEC,68108,WILLMOTT DIXON INTERIORS LIMITED,04118020,True,29.0,75.0,22.0,3.0,13.0,14.0,60.0,60.0,False,,True,True,True,False,False
2022 JUL - 2022 DEC,68113,TEMENOS UK LIMITED,01972767,True,31.0,69.0,26.0,5.0,19.0,0.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68114,EQUION ENERGIA LIMITED,00629687,True,23.0,83.0,7.0,10.0,17.0,30.0,,30.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68124,FORTEM SOLUTIONS LIMITED,04638969,True,33.0,62.0,36.0,2.0,15.0,14.0,60.0,60.0,False,,True,True,True,False,False
2022 JUL - 2022 DEC,68145,GKN AEROSPACE SERVICES LIMITED,00355922,True,93.0,9.0,18.0,73.0,25.0,0.0,180.0,180.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68163,BIRDS EYE LIMITED,00343496,True,68.0,15.0,24.0,61.0,68.0,90.0,,120.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68229,MARSH CORPORATE SERVICES LIMITED,00439526,True,31.0,66.0,23.0,11.0,18.0,30.0,45.0,45.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68238,EDWARDS LIMITED,06124750,True,64.0,21.0,52.0,27.0,11.0,60.0,,120.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68252,AMG CHROME LIMITED,00345279,True,49.0,21.0,48.0,31.0,14.0,30.0,90.0,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68255,AMG ALUMINUM UK LIMITED,08269137,True,51.0,31.0,33.0,36.0,19.0,30.0,150.0,150.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68324,CAPULA LIMITED,00953504,True,36.0,41.0,47.0,11.0,25.0,7.0,90.0,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68360,SKF (U.K.) LIMITED,00107367,True,41.0,28.0,50.0,22.0,23.0,0.0,60.0,150.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68372,ZF LEMFORDER UK LIMITED,02370396,True,52.0,16.0,48.0,36.0,45.0,0.0,90.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68318,ONESUBSEA UK LIMITED,00400176,True,35.0,52.0,37.0,11.0,49.0,30.0,70.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68311,LIBERATA UK LIMITED,01238274,True,32.0,82.0,12.0,6.0,2.0,30.0,,45.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68309,IMTECH ENGINEERING SERVICES LTD,00443522,True,37.0,49.0,29.0,22.0,38.0,30.0,90.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68356,EURO CAR PARTS LIMITED,02680212,True,55.0,41.0,27.0,32.0,24.0,0.0,150.0,180.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68374,HALLIBURTON MANUFACTURING AND SERVICES LIMITED,00611451,True,40.0,16.0,69.0,15.0,85.0,30.0,60.0,90.0,False,,True,True,True,False,False
2022 JUL - 2022 DEC,68382,JACOBS DOUWE EGBERTS GB LTD,00999990,True,78.0,17.0,25.0,58.0,52.0,30.0,90.0,240.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68289,KUEHNE + NAGEL LIMITED,01722216,True,44.0,39.0,40.0,21.0,27.0,60.0,,60.0,True,True,False,True,True,False,False
2022 JUL - 2022 DEC,68287,XYLEM WATER SOLUTIONS UK LTD,00479504,True,52.0,26.0,46.0,28.0,30.0,15.0,90.0,120.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,67753,ENTERPRISE MANAGED SERVICES LIMITED,00889628,True,39.0,71.0,18.0,11.0,29.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67993,RECKITT BENCKISER HEALTHCARE (UK) LIMITED,00261312,True,120.0,8.0,17.0,75.0,14.0,30.0,180.0,180.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67681,AMEY LG LIMITED,03612746,True,17.0,80.0,18.0,2.0,25.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67683,ZF SERVICES UK LIMITED,01137722,True,58.0,8.0,42.0,50.0,6.0,0.0,90.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67686,AMEY OW LIMITED,01922327,True,25.0,71.0,25.0,4.0,19.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67688,AMEY OWR LIMITED,03033245,True,27.0,82.0,14.0,4.0,25.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67694,AMEY RAIL LIMITED,02995531,True,26.0,74.0,19.0,7.0,31.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67698,AMEY SERVICES LIMITED,02507588,True,11.0,91.0,8.0,1.0,13.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67699,BROSE LIMITED,00849216,True,32.0,57.0,32.0,11.0,34.0,26.0,92.0,92.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,67707,BYZAK LIMITED,01809458,True,17.0,84.0,14.0,2.0,21.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67711,COCA-COLA EUROPACIFIC PARTNERS PLC,09717350,True,80.0,16.0,23.0,61.0,22.0,40.0,80.0,272.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67732,EATON LIMITED,00155621,True,68.0,25.0,17.0,58.0,74.0,7.0,120.0,120.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67744,ENTERPRISE (AOL) LIMITED,04932529,True,22.0,69.0,30.0,1.0,19.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67751,TEVA UK LIMITED,00302461,True,82.0,5.0,25.0,70.0,18.0,120.0,,120.0,True,True,False,False,True,False,False
2022 JUL - 2022 DEC,68391,LEICA BIOSYSTEMS NEWCASTLE LIMITED,02163063,True,66.0,13.0,44.0,43.0,82.0,0.0,90.0,90.0,True,True,False,False,True,False,False
2022 JUL - 2022 DEC,67765,ASTRAZENECA UK LIMITED,03674842,True,51.0,22.0,73.0,5.0,7.0,0.0,120.0,120.0,False,,True,True,True,False,False
2022 JUL - 2022 DEC,67776,NORTON HEALTHCARE LIMITED,00947980,True,66.0,3.0,27.0,70.0,12.0,120.0,,120.0,True,True,False,False,True,False,False
2022 JUL - 2022 DEC,67787,ZF AUTOMOTIVE UK LIMITED,00872948,True,62.0,10.0,36.0,54.0,50.0,0.0,120.0,120.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67792,MEDIMMUNE LIMITED,02451177,True,55.0,9.0,86.0,5.0,8.0,0.0,120.0,120.0,False,,True,True,True,False,False
2022 JUL - 2022 DEC,67973,COCA-COLA EUROPACIFIC PARTNERS SERVICES EUROPE LIMITED,03227459,True,82.0,11.0,18.0,71.0,15.0,40.0,80.0,126.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67966,RB UK HYGIENE HOME COMMERCIAL LIMITED,11284867,True,58.0,17.0,53.0,30.0,31.0,30.0,180.0,180.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67948,COCA-COLA EUROPACIFIC PARTNERS GREAT BRITAIN LIMITED,00027173,True,88.0,3.0,23.0,74.0,9.0,40.0,80.0,156.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67931,GARDNER DENVER LTD,03047245,True,52.0,29.0,31.0,40.0,83.0,7.0,,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,67930,KERRY FOODS LIMITED,02604258,True,79.0,9.0,28.0,63.0,24.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2022 JUL - 2022 DEC,67922,KERRY INGREDIENTS (UK) LIMITED,00329695,True,91.0,5.0,22.0,73.0,38.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2022 JUL - 2022 DEC,68023,TARMAC CEMENT AND LIME LIMITED,00066558,True,26.0,64.0,21.0,15.0,9.0,0.0,90.0,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,67899,PENNA PLC,01918150,True,37.0,92.0,8.0,0.0,10.0,0.0,118.0,118.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67860,CZARNIKOW GROUP LIMITED,02650590,True,7.0,94.0,4.0,2.0,11.0,14.0,30.0,180.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,67852,RB UK COMMERCIAL LIMITED,08784077,True,65.0,22.0,49.0,28.0,18.0,30.0,180.0,180.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67825,EATON ELECTRICAL PRODUCTS LIMITED,01342230,True,62.0,14.0,45.0,41.0,47.0,7.0,120.0,120.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67815,EATON ELECTRIC LIMITED,04617032,True,78.0,12.0,28.0,58.0,74.0,7.0,120.0,120.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67813,COBALT GROUND SOLUTIONS LIMITED,03039046,True,29.0,42.0,55.0,3.0,0.0,30.0,,30.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,67810,WILLMOTT DIXON CONSTRUCTION LIMITED,00768173,True,28.0,75.0,23.0,2.0,12.0,14.0,60.0,60.0,False,,True,True,True,False,False
2022 JUL - 2022 DEC,67877,MEDIMMUNE U.K. LIMITED,03854275,True,50.0,12.0,83.0,5.0,7.0,0.0,120.0,120.0,False,,True,True,True,False,False
2022 JUL - 2022 DEC,68399,AGGREGATE INDUSTRIES UK LIMITED,00245717,True,55.0,14.0,55.0,31.0,6.0,0.0,123.0,130.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68835,WALKER FILTRATION LIMITED,01726079,True,46.0,18.0,60.0,22.0,24.0,30.0,,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68418,ENCIRC LIMITED,NI030990,True,73.0,10.0,27.0,63.0,15.0,0.0,90.0,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68881,ROLLS-ROYCE PLC,01003142,True,68.0,7.0,22.0,71.0,5.0,30.0,75.0,120.0,False,,False,False,True,True,False
2022 JUL - 2022 DEC,68884,ROLLS-ROYCE POWER ENGINEERING LIMITED,01305027,True,44.0,17.0,80.0,3.0,6.0,30.0,75.0,75.0,False,,False,False,True,True,False
2022 JUL - 2022 DEC,68885,ROLLS-ROYCE SUBMARINES LIMITED,00620485,True,40.0,17.0,80.0,3.0,5.0,30.0,75.0,120.0,False,,False,False,True,True,False
2022 JUL - 2022 DEC,68899,3M UNITED KINGDOM PUBLIC LIMITED COMPANY,01123045,True,77.0,17.0,33.0,49.0,15.0,60.0,,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68949,INNOTECH ADVISERS LIMITED,01680796,True,14.0,100.0,0.0,0.0,0.0,14.0,,14.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68988,TECHNIP UK LIMITED,00200086,True,121.0,17.0,24.0,59.0,37.0,14.0,90.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,68991,FMC TECHNOLOGIES LIMITED,00259569,True,50.0,51.0,20.0,29.0,22.0,0.0,90.0,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68994,VATTENFALL WIND POWER LTD,06205750,True,42.0,90.0,10.0,0.0,30.0,30.0,90.0,90.0,False,,False,True,True,True,False
2022 JUL - 2022 DEC,69000,THANET OFFSHORE WIND LIMITED,04512200,True,21.0,100.0,0.0,0.0,60.0,0.0,30.0,30.0,False,,False,True,True,True,False
2022 JUL - 2022 DEC,69001,PEN Y CYMOEDD WIND FARM LIMITED,03494498,True,33.0,100.0,0.0,0.0,47.0,0.0,,30.0,False,,False,True,True,True,False
2022 JUL - 2022 DEC,69003,ABERDEEN OFFSHORE WIND FARM LIMITED,SC278869,True,31.0,94.0,6.0,0.0,33.0,0.0,,90.0,False,,False,True,True,True,False
2022 JUL - 2022 DEC,69004,ORMONDE ENERGY LIMITED,04874027,True,33.0,100.0,0.0,0.0,58.0,0.0,,30.0,False,,False,True,True,True,False
2022 JUL - 2022 DEC,69100,ANCASTER GROUP LIMITED,00475853,True,27.0,67.0,22.0,11.0,19.0,14.0,60.0,60.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,69177,CARLSBERG MARSTON'S BREWING COMPANY LIMITED,00078439,True,32.0,50.0,49.0,1.0,98.0,63.0,93.0,93.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,68870,READING SCIENTIFIC SERVICES LIMITED,00741326,True,65.0,23.0,49.0,28.0,11.0,60.0,,180.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,69178,CMBC SUPPLY LIMITED,08626420,True,82.0,12.0,31.0,56.0,88.0,63.0,93.0,93.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,69369,THE HUT.COM LIMITED,05016010,True,65.0,21.0,22.0,57.0,21.0,0.0,90.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,69370,CEND INTERNATIONAL LIMITED,08651475,True,66.0,5.0,38.0,56.0,38.0,0.0,90.0,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,69489,REXEL UK LIMITED,00434724,True,81.0,4.0,28.0,68.0,7.0,0.0,63.0,123.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,69536,ETEX BUILDING PERFORMANCE LIMITED,02163844,True,63.0,25.0,24.0,52.0,69.0,30.0,98.0,150.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,69662,MEGGITT (UK) LIMITED,00629814,True,45.0,40.0,45.0,15.0,35.0,0.0,90.0,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,69663,MEGGITT AEROSPACE LIMITED,03477890,True,77.0,12.0,37.0,51.0,29.0,0.0,90.0,90.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,69776,OPEN TEXT UK LIMITED,03148093,True,34.0,55.0,28.0,16.0,28.0,60.0,,90.0,False,,False,True,True,False,False
2022 JUL - 2022 DEC,69837,PETROGAS GROUP UK LIMITED,05952225,True,32.0,59.0,33.0,8.0,21.0,1.0,90.0,90.0,False,,False,False,True,False,True
2022 JUL - 2022 DEC,71171,MLS OPERATIONS LIMITED,10523704,True,10.0,96.0,3.0,1.0,4.0,1.0,,30.0,False,,False,False,True,False,False
2022 JUL - 2022 DEC,71475,BALL BEVERAGE PACKAGING UK LTD,00197480,True,73.0,23.0,26.0,52.0,9.0,97.0,,270.0,False,,False,False,True,False,False
